"words","Outbreak","Emotional.Effect","Symptom","Hospital.Related","Immune.Reaction","Disease.Relations","Policy","Psychological.Problem","Analysis.of.Transmission","Cardiovascular.System","Protective.Equipment","Anosmia","Respiratory.System","Treatment","Diagnosis","Virus.Analysis","Virus.Defense.Mechanism","Literature.Analysis","Microbiome.","Immune.System"
"telehealth",8.42e-08,9.76e-08,1.32e-07,0.00244372,2.16e-08,3.9e-08,1.51e-07,0.000181128,0.000142003,6.75e-08,0.00284248,0.000262389,5.81e-08,8.85e-08,4.89e-08,3.14e-08,0.000252317,7.12e-08,4.04e-08,9.11e-08
"telemedicin",8.42e-08,9.76e-08,1.32e-07,0.00759292,2.16e-08,3.9e-08,1.51e-07,0.000201242,0.000918384,0.000351072,0.00269871,4.77e-08,5.81e-08,8.85e-08,0.000875798,3.14e-08,0.000904636,0.000349093,0.000291222,9.2e-06
"temperatur",0.00058089,0.00071279,0.00436923,3.23e-08,0.00185099,3.9e-08,0.000921456,1.01e-07,8.35e-08,6.75e-08,3e-08,0.000391175,0.00639876,0.00240724,4.89e-08,0.000468299,0.000965519,0.00286347,4.04e-08,9.11e-08
"thromboembol",2.53e-05,9.76e-08,1.32e-07,0.000142258,0.000118812,0.000421485,1.51e-07,1.01e-07,8.35e-08,0.0108407,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000361446,0.00110468,7.12e-08,0.00062689,9.11e-08
"thrombolysi",8.42e-08,9.76e-08,1.32e-07,0.000200441,0.000133931,3.9e-08,1.51e-07,1.01e-07,8.35e-08,0.00228159,3e-08,4.77e-08,0.000110381,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"thrombosi",8.42e-08,9.76e-08,1.32e-07,0.000345898,2.16e-08,0.000706352,1.51e-07,1.01e-07,0.00029227,0.0104964,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000760573,8.7e-08,7.12e-08,0.000113278,9.11e-08
"thrombot",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.000323995,0.0011356,1.51e-07,1.01e-07,0.000584457,0.00931518,3.03e-06,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000141454,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"thrombu",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.00014689,0.000117107,1.51e-07,4.03e-05,6.69e-05,0.00187659,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"tmprss2",8.42e-08,0.00297779,1.32e-07,3.23e-08,8.43e-05,0.00413646,1.51e-07,0.000181128,0.000651242,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000163454,8.7e-08,0.000156775,4.04e-08,0.00131168
"tocilizumab",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.00038663,0.00165461,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.00194224,0.00624495,7.12e-08,0.000319531,9.11e-08
"todo",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,0.00167662,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"tomographi",0.0213973,9.76e-08,1.32e-07,0.00096975,0.00503241,3.9e-08,0.00250731,1.01e-07,0.000467582,0.00141083,3e-08,4.77e-08,5.81e-08,0.00111517,4.89e-08,0.000770001,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"torsad",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.000123132,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,5.35e-05,0.00205272,7.12e-08,4.04e-08,9.11e-08
"tract",0.00104385,9.76e-08,0.00129762,0.00088894,2.16e-08,0.00158436,1.51e-07,0.00125724,0.00489212,0.000324071,7.49e-05,4.77e-08,5.81e-08,0.00400906,4.89e-08,0.00244508,8.7e-08,0.00235775,0.00769613,0.000828943
"trade",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.000278584,0.00399718,0.000435541,8.85e-08,4.89e-08,3.14e-08,8.7e-08,0.000114037,0.000311443,0.000191365
"transcriptas",0.00152365,0.000400377,1.32e-07,0.000151955,0.000557257,3.9e-08,1.51e-07,8.06e-05,0.000167047,6.75e-08,3e-08,4.77e-08,5.81e-08,0.00455775,4.89e-08,0.000298591,8.7e-08,7.12e-08,0.000194161,9.11e-08
"transmembran",8.42e-08,0.00186481,1.32e-07,3.23e-08,2.16e-08,0.00195118,1.51e-07,1.01e-07,0.000158699,0.00018907,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.00021688,8.7e-08,7.12e-08,4.04e-08,0.000364422
"transplant",8.42e-08,9.76e-08,0.000781275,0.00138996,0.00355509,0.00127608,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,0.00162654,7.12e-08,0.00059858,9.11e-08
"troponin",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.00026136,3.9e-08,0.00528633,1.01e-07,8.35e-08,0.00465762,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.00140798,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"una",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,0.00170683,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"unilater",0.00249166,9.76e-08,1.32e-07,0.000297412,0.000419028,3.9e-08,0.000287115,1.01e-07,0.000375752,6.75e-08,1.8e-05,2.87e-05,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.08e-06,9.11e-08
"univari",8.42e-08,9.76e-08,1.32e-07,0.000155187,0.000110173,3.9e-08,0.00172193,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,0.000516832,8.85e-08,0.00116445,0.00266507,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"upregul",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,0.00344185,1.51e-07,1.02e-05,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000144597,8.7e-08,7.12e-08,4.04e-08,0.000637669
"urea",8.42e-08,0.000156304,0.000820994,3.23e-08,2.16e-08,3.9e-08,0.00430461,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000879997,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"urticari",8.42e-08,9.76e-08,1.32e-07,3.23e-08,5.19e-05,3.9e-08,1.51e-07,1.01e-07,0.0017866,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"urticaria",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,0.00169477,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"vagin",8.42e-08,9.76e-08,0.000357604,3.23e-08,0.000136091,3.9e-08,1.51e-07,0.002625,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,0.000239034,4.89e-08,0.000260878,8.7e-08,7.12e-08,4.04e-08,7.3e-05
"vein",8.42e-08,9.76e-08,1.32e-07,0.000126096,0.000431987,3.9e-08,1.51e-07,1.01e-07,8.35e-08,0.00184284,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.17e-06,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"venou",8.42e-08,9.76e-08,1.32e-07,0.000268321,0.00158749,0.000308319,1.51e-07,1.01e-07,0.000275574,0.00820816,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"version",0.00172567,0.00152311,0.00099311,0.0018328,0.00485315,3.9e-08,0.00212972,0.00215232,0.000500975,6.75e-08,0.00085666,0.00226095,0.00589941,8.85e-08,0.00530347,3.14e-08,0.00376614,7.12e-08,4.04e-08,0.00234091
"vitamin",8.42e-08,9.76e-08,0.00578588,3.23e-08,0.00103026,0.00131121,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.00014979,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,0.000835055,7.12e-08,0.000578359,9.11e-08
"vivo",8.42e-08,0.00424697,0.00156242,3.56e-05,2.16e-08,0.00234921,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,0.00153956,0.000284987,0.001003,0.00127525
"vte",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.000218164,3.9e-08,1.51e-07,1.01e-07,8.35e-08,0.00300385,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"vulner",8.42e-08,9.76e-08,1.32e-07,0.00125097,0.00198706,0.0030087,1.51e-07,0.0021322,0.00061785,0.000634575,0.0102317,0.00515625,0.000801347,8.85e-08,0.00578293,0.00140798,0.000591523,0.000747975,0.00186441,0.000683211
"wanfang",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.000216004,3.9e-08,0.000604285,0.00322842,8.35e-08,6.75e-08,3e-08,4.82e-06,1.17e-05,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"wbc",0.000362036,9.76e-08,1.32e-07,3.23e-08,0.000587494,3.9e-08,0.00364006,4.03e-05,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"wear",8.42e-08,9.76e-08,1.32e-07,0.000135793,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.000119838,4.77e-08,5.81e-08,8.85e-08,0.000499079,4.09e-05,8.7e-08,0.00230077,9.71e-05,9.11e-08
"web",8.42e-08,0.000556584,1.32e-07,0.000585095,2.16e-08,3.9e-08,1.51e-07,0.0117669,0.000367404,6.75e-08,0.000518201,0.00104464,5.81e-08,8.85e-08,0.00106171,0.00120056,0.00100031,0.000641131,0.00118499,7.3e-05
"women",0.00133846,9.76e-08,1.32e-07,0.000397617,0.00579483,0.00090927,0.000483459,0.01231,8.35e-08,6.75e-08,0.00304616,0.000467492,5.81e-08,0.000522229,0.00485826,3.14e-08,0.000156644,7.12e-08,4.04e-08,9.11e-08
"worker",0.000622978,9.76e-08,1.32e-07,0.00758322,2.16e-08,3.9e-08,1.51e-07,0.00181038,8.35e-08,0.000661575,0.0055861,0.0017792,5.81e-08,0.000663826,0.00745615,0.00211509,0.00177439,0.0164611,0.00416151,9.11e-08
"worldwid",8.42e-08,0.00204055,1.32e-07,0.00320333,0.00312529,0.00131121,1.51e-07,1.01e-07,0.00192017,0.00130283,0.00192295,0.00186029,0.0030078,0.00277009,0.00224079,0.00214023,0.000687196,0.00299169,0.00793878,0.00255951
"worri",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.76e-05,0.000302546,4.77e-08,0.000284574,8.85e-08,0.00365471,3.14e-08,8.7e-08,7.12e-08,0.000218427,9.11e-08
"wuhan",0.0101179,0.00312423,1.32e-07,0.00120571,0.00340607,0.000956098,0.0102855,1.01e-07,0.00424931,0.00251785,0.000542163,0.000777532,0.0108988,0.004956,0.00429562,0.0115904,8.7e-08,0.000926047,0.0249082,0.00510072
"xpert",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,0.00153111,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"younger",0.000976512,9.76e-08,1.32e-07,0.000248926,0.00182075,3.9e-08,1.51e-07,1.01e-07,0.000517671,0.000330821,0.00115019,4.77e-08,0.000406509,8.85e-08,0.00338563,0.00239794,8.7e-08,7.12e-08,4.04e-08,0.000337097
"zinc",8.42e-08,0.000390614,0.00238328,3.23e-08,0.000317516,4.3e-05,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,0.000400176,7.12e-08,4.04e-08,0.000264231
